ISO_639,Language_Name,Print_Name,In_Script,Romanization
mui,Musi,Baso Palembang,,
mum,Maiwala,Maiwalei,,
mup,Malvi,मालवी,T,Malvi
mur,Murle,Murleye,,
mus,Muskogee,Mvskoke,,
mux,Bo-Ung,Bo-Ung,,
muy,Muyang,ma Muyaŋ,,
muz,Mursi,ሙነን,T,munɛn
mva,Manam,Manam pile,,
mve,Marwari,مارواڑی,T,Mārwāṛī
mvn,Minaveha,Minaveha,,
mvo,Marovo,Marovo,,
mvp,Duri,Duri,,
mvv,"Murut, Tahol",Tahol,,
mwc,Are,Are,,
mwf,Murrinh-Patha,Murrinh-Patha,,
mwl,Mirandese,Mirandés,,
mwm,Sar,tà Sàᶉ̄,,
mwn,Nyamwanga,Chinamwanga,,
mwq,"Chin, Müün",K'cho,,
mwv,Mentawai,Mentawai,,
mww,Hmong Daw,Hmongb Dleub,,
mxb,"Mixtec, Tezoatlán",To̱ꞌon ndaꞌí,,
mxm,Meramera,Meramera,,
mxp,"Mixe, Tlahuitoltepec",Ayuujk,,
mxq,"Mixe, Juquila",Ayuk,,
mxu,Mada,Maɗa,,
mxv,"Mixtec, Metlatónoc",Tuꞌun Savi de Metlatónoc y Cochoapa el Grande,,
mxv,"Mixtec, Metlatónoc",Tuꞌun savi,,
mxw,Namo,Namo,,
mxy,"Mixtec, Southeastern Nochixtlán",Tu'un davi,,
mya,Burmese,မြန်မာ,T,Mranmar
mya,Burmese,မြန်မာစကား,T,Mranmar sakar
myb,Mbay,Mbaï,,
myf,Mawes Aasse,Mawes Aasse,,
myk,"Sénoufo, Mamara",Mamaara,,
myk,"Sénoufo, Mamara",Miyɛngaa,,
myl,Moma,Baha Moma-Kulawi,,
myl,Moma,Moma,,
mym,Me'en,Mɛʼɛnɛn,,
myp,Pirahã,Xapaitíiso,,
myu,Mundurukú,Mõnjoroko,,
myv,Erzya,эрзянь кель,T,erzänj kelj
myw,Muyuw,Aga-Muyuw,,
myx,Masaaba,Lumasaaba,,
myx,Masaaba,Masaaba,,
myy,Macuna,Masa ye,,
mza,"Mixtec, Santa María Zacatepec",Tu'un va'a,,
mzh,Pilcomayo Wichí,Wichí Lhamtés,,
mzi,"Mazatec, Ixcatlán",En ningotsie,,
mzj,Manya,Maninyakan,,
mzk,"Mambila, Nigeria",Ju Nɔri,,
mzl,"Mixe, Mazatlán",Ayuuk,,
mzn,Mazandarani,طبری,T,Tabari
mzn,Mazandarani,مازرونی,T,Mazuroni
mzp,Movima,Chosineɬ diꞌ mowi:maj,,
mzr,Marubo,Yora,,
mzu,Inapang,Inapang,,
mzv,Mandja,Mandja,,
mzw,Deg,Dɛg,,
mzz,Maiadomu,Maiadomu,,
nac,Narak,Narak,,
naf,Nabak,Nabak,,
nag,Nagamese,Nagamiz,,
nan,"Chinese, Min Nan",闽南语,T,Minnanyu
nap,Napoletano,Napulitano,,
naq,Khoekhoe,Khoekhoegowab,,
nas,Naasioi,Naasioina',,
nat,Cahungwarya,Cәhungwә̀ryə̀,,
nau,Nauruan,dorerin Naoero,,
nav,Navajo,Diné Bizaad,,
naw,Nawuri,Nawuri,,
nay,Ngarrindjeri,Ngarrindjeri,,
nbc,"Naga, Chang",Mochungrr,,
nbe,"Naga, Konyak",Konyak,,
nbi,"Naga, Mao",Imela,,
nbl,Ndebele,IsiNdebele,,
nbq,Nggem,Nggem,,
nbu,"Naga, Rongmei",Rongmei,,
nbw,"Ngbandi, Southern",Ngbandi-Ngiri,,
nca,Iyo,Iyo,,
ncb,"Nicobarese, Central",Mūöt,,
nce,Yale,Yalë,,
ncf,Notsi,Notsi,,
ncg,Nisga'a,Nisga'a,,
nch,"Nahuatl, Central Huasteca",Nāhuatlahtōlli,,
ncj,"Nahuatl, Northern Puebla",Mexicatl,,
ncl,"Nahuatl, Michoacán",Gente natural,,
ncq,"Katang, Northern",ປັຣນາຍ ກາຕາງ,T,Parnai Katang
ncr,Nchane,Nchane,,
ncu,Chumburung,Kyo̱ŋbo̱ro̱ŋ-nɔ,,
ndb,Kenswei Nsei,Kenswei Nsei,,
ndc,Ndau,Chindau,,
nde,Ndebele,isiNdebele,,
ndh,Ndali,Chindali,,
ndi,Samba Leko,Sama,,
ndo,Ndonga,Oshindonga,,
ndo,Ndonga,Oshiwambo,,
nds,"Saxon, Low",Nedderdüütsch,,
nds,"Saxon, Low",Plattdüütsch,,
ndv,Ndut,Ndút,,
ndy,Luto,Luto,,
ndz,Ndogo,Có Ndógó,,
neb,Toura,Wɛɛn,,
nen,Nengone,Nengone,,
neq,"Mixe, North Central",Ayuuk,,
new,Newar,नेपाल भाषा,T,Nepal Bhasa
new,Newar,नेवाः भाय्,T,Newah Bhay
nez,Nez Perce,Niimi'ipuutímt,,
nfa,Dhao,Lii Dhao,,
nfr,Nafaanra,Nafaanra,,
nfu,Mfumte,Mfɨ́ti,,
nga,Ngbaka,Ngbaka,,
ngb,"Ngbandi, Northern",Ngbandi,,
ngj,Ngie,Ungie,,
ngl,Lomwe,Elomwe,,
ngn,Ngwo,Engwo,,
ngn,Ngwo,Ngwo,,
ngn,Ngwo,atsó’ Ngwo,,
ngq,Ngoreme,Kengoreme,,
ngu,"Nahuatl, Guerrero",Nauatlajtojli,,
ngz,Ngungwel,Engungwel,,
nhd,"Guaraní, Ava",Ava-Guaraní,,
nhe,"Nahuatl, Eastern Huasteca",Mexkatl,,
nhg,"Nahuatl, Tetelcingo",Mösiehuali̱,,
nhi,"Nahuatl, Zacatlán-Ahuacatlán-Tepetzintla",Mehcanohtlahtol de Zacatlán-Ahuacatlán uan Tepetzintla,,
nhi,"Nahuatl, Zacatlán-Ahuacatlán-Tepetzintla",Mehcanohtlahtol,,
nhi,"Nahuatl, Zacatlán-Ahuacatlán-Tepetzintla",Náhuatl,,
nhm,"Nahuatl, Morelos",Ika mejikano,,
nhm,"Nahuatl, Morelos",Ika nauatl,,
nho,Takuu,Takuu,,
nhr,Naro,Naro,,
nhu,Noone,Nooni,,
nhw,"Nahuatl, Western Huasteca",Nahuatl,,
nhx,"Nahuatl, Isthmus-Mecayapan",Melaꞌtájto̱l,,
nhy,"Nahuatl, Northern Oaxaca",Nāhuatlahtōlli,,
nia,Nias,Li Nias,,
nif,Nek,Nek,,
nih,"Nyiha, Tanzania",Ishinyiha,,
nih,"Nyiha, Tanzania",Shinyiha,,
nii,Nii,Ek Nii,,
nij,Ngaju,Ngaju,,
nim,Nilamba,Kĩnilyamba,,
nin,Ninzo,Ninzo,,
nio,Nganasan,Ня”,T,Nja’
nio,Nganasan,Ӈана”са,T,Ŋanaʿsa
nir,Nimboran,Nmblong nmbuo,,
niu,Niue,Vagahau Niuē,,
niv,Gilyak,Nivxgu,,
niv,Gilyak,Нивхгу диф,T,Nivxgu dif
niy,Ngiti,Ndrǔna,,
nja,Nzanyi,Wur Nzanyi,,
njh,"Naga, Lotha",Kyong,,
njm,"Naga, Angami",Tenyidie,,
njn,"Naga, Liangmai",Liangkhon,,
njn,"Naga, Liangmai",Lianglad,,
njo,"Naga, Ao",Ao Naga,,
njy,Njyem,Njyem,,
njz,Nyishi,Nyishi,,
nka,Nkoya,Shinkoya,,
nkf,"Naga, Inpui",Inpui,,
nkg,Nekgini,Nekgini,,
nkh,"Naga, Khezha",Kuzhale,,
nki,"Naga, Thangal",Thangkhal Haam,,
nkk,Tanokuku,Tanokuku,,
nko,Nkonya,Nkonya,,
nkr,Nukuoro,Nukuoro,,
nku,"Kulango, Bouna",Bouna Kulango,,
nkw,Nkutu,Lonkfukfutu,,
nla,Ngombale,Ngombale,,
nlc,Nalca,Mek,,
nlc,Nalca,Nalca,,
nld,Dutch,Nederlands,,
nle,Nyala,Lunyala,,
nlg,Gela,Gela,,
nlv,"Nahuatl, Orizaba",Nawatl,,
nlz,Nalögo,Nalögo,,
nma,"Naga, Maram",Maram,,
nmb,V'ënen Taut,V'ənen Taut,,
nmf,"Naga, Tangkhul",Tangkhul,,
nmg,Kwasio,Kwasio,,
nmh,"Naga, Monsang",Si:rti,,
nmk,Namakura,Naman aban,,
nmm,Nyeshangte,ङ्‍येश्याङ्‍ते,T,Nyeshangte
nmo,"Naga, Moyon",Bujuurchong,,
nmq,Nambya,chiNambya,,
nmw,Rifao,Rifao,,
nmz,Nawdm,Nawdm,,
nnb,Nande,Kinande,,
nnc,Nancere,Nangjere,,
nnd,"Ambae, West",Havakinau,,
nnf,Ngaing,Ngaing,,
nng,"Naga, Maring",Maringa Tlou,,
nnh,Ngiemboon,Ngiembɔɔn,,
nnh,Ngiemboon,Shwóŋò ngiembɔɔn,,
nnj,Nyangatom,Nga-Nyangatom,,
nnk,Nankina,Nankinawam,,
nnl,"Naga, Northern Rengma",Ntenyi,,
nnp,"Naga, Wancho",वांचो,T,Vaanko
nnw,"Nuni, Southern",Nʋnɩ,,
noa,Woun Meu,Woun Meu,,
noa,Woun Meu,Wounaan Meu,,
nod,"Thai, Northern",คำเมือง,T,Kam Mueang
nog,Nogai,Ногай тили,T,Noğay tili
noi,Noiri,नोइरि,T,Noiri
nop,Numanggang,Numaŋgaŋ,,
nor,Norwegian,Norsk,,
not,Nomatsigenga,Nomatsigenga,,
npg,"Naga, Ponyo-Gongwang",Gongwang Naga,,
npg,"Naga, Ponyo-Gongwang",Ponyo Naga,,
nph,"Naga, Phom",Phom Naga,,
nph,"Naga, Phom",Phom,,
npi,Nepali,नेपाली,T,Nepālī
npo,"Naga, Pochuri",Pochury,,
npy,Napu,Pekurehua,,
nrb,Nara,Nara,,
nre,"Naga, Southern Rengma",Terüpvunyu,,
nre,"Naga, Southern Rengma",Tseminyu,,
nrf,Guernésiais,Dgernesiais,,
nrg,Varsaf,Varsaf,,
nsa,"Naga, Sangtam",Sangtam,,
nse,Nsenga,Chinsenga,,
nsk,Naskapi,Naskapi,,
nsk,Naskapi,ᐃᔪᐤ ᐃᔨᒧᐅᓐ,T,Iyuw Iyimuuun
nsk,Naskapi,ᓇᔅᑲᐱ,T,Naskapi
nsm,"Naga, Sumi",Sümi,,
nsn,Nehan,Nehan,,
nso,"Sotho, Northern",Sesotho sa Leboa,,
nss,Nali,Nali,,
nst,"Naga, Tangshang",Tangshang Naga,,
nst,"Naga, Tangshang",Tangshang,,
nsu,"Nahuatl, Sierra Negra",Nahuatl,,
nsu,"Nahuatl, Sierra Negra",Nahuatlajtoli,,
ntj,Ngaanyatjarra,Ngaanyatjarra,,
ntk,Ikoma-Nata-Isenye,Eghiikoma,,
ntm,Nateni,Naàteǹni,,
ntp,"Tepehuan, Northern",Oodamicʌdʌ,,
ntr,Delo,Delo,,
ntu,Natügu,Natqgu,,
ntx,"Naga, Tangkhul",Tangkhul Naga,,
nuf,Nusu,Nu-su,,
nui,Kombe,Kombe,,
nuj,Nyole,Lunyole,,
nuj,Nyole,Olunyole,,
num,Niuafo'ou,Niuafo'ou,,
nun,Anong,Anong,,
nup,Nupe-Nupe-Tako,Nupe,,
nuq,Nukumanu,Nukumanu,,
nus,Nuer,Thok Nath,,
nut,Nung,Nohng,,
nuz,"Nahuatl, Tlamacazapa",Nawatlajtoli,,
nvm,Namiae,Namiaiko,,
nwb,Nyabwa,Nyabobɔgʋ,,
nwi,"Tanna, Southwest",Nɨvhaar,,
nxq,Naxi,Naqxi geezheeq,,
nya,Chichewa,Chicheŵa,,
nyb,Nyagbo,Tutrugbu,,
nyd,Olunyole,Lunyole,,
nyd,Olunyole,Olunyole,,
nyf,Kigiryama,Kigiryama,,
nyg,Nyindu,Kinyindu,,
nyi,Ama,Ámá,,
nyk,Nyaneka,Oluñaneka,,
nym,Nyamwezi,Kinyamwezi,,
nyn,Nyankore,Runyankore,,
nyo,Nyoro,Runyoro,,
nyr,"Nyiha, Malawi",Shinyiha,,
nyu,Nyungwe,Cinyungwe,,
nyy,Nyakyusa-Ngonde,Kɨnyakyʉsa,,
nza,"Mbembe, Tigon",Mbémbe,,
nzi,Nzema,Nzema,,
nzk,Nzakara,Nzakala,,
nzm,"Naga, Zeme",Zeme,,
nzy,Nzakambay,Nzakambay,,
obo,"Manobo, Obo",Minonuvu,,
obo,"Manobo, Obo",Monuvu',,
oca,Ocaina,Dyo'xaiya-o-lvo'tsa,,
odu,Odual,Ọḍual,,
ogc,Ogbah,Ọgba,,
ojb,"Ojibwa, Northwestern",Nakawēmowin,,
ojg,"Ojibwa, Eastern",Jibwemwin,,
ojg,"Ojibwa, Eastern",Nishnaabemwin,,
ojs,Oji-Cree,ᐊᓂᐦᔑᓂᓃᒧᐏᐣ,T,Anishininiimowin
ojv,Ontong Java,Luangiua,,
ojw,"Ojibwa, Western",Anishnaubemowin,,
ojw,"Ojibwa, Western",Nakawēmowin,,
oka,Okanagan,Nsyilxcən,,
okr,Kirike,Kịrịkẹ,,
oku,Oku,Əblam Əbkuo,,
okv,Orokaiva,Orokaiva,,
olo,Livvi-Karelian,Livvin kieli,,
olr,Olrat,Olrat,,
olu,Kuvale,Kuvale,,
olu,Kuvale,Olukuvale,,
omb,"Ambae, East",Havai,,
omi,Omi,Òmíti,,
omw,"Tairora, South",Tairora,,
one,Oneida,Onʌyota’a:ka,,
ong,Olo,Il,,
onn,Onobasulu,Onobasulu,,
ono,Onondaga,Onoñda'géga',,
onp,Sartang,Sartang,,
ons,Ono,Ono,,
onu,Unua,Unua,,
ood,Tohono O'odham,Oʼodham ha-ñeʼokĭ,,
ood,Tohono O'odham,Oʼodham ñiok,,
orc,Orma,Orma,,
ore,Maijuna,Maijuna,,
ort,"Oriya, Adivasi",ఆదివాసి ఒరియ,T,Adivasi Oriya
ory,Odia,ଓଡ଼ିଆ,T,Oḍiā
osa,Osage,Wazhazhe ie,,
oss,Ossetic,ирон æвзаг,T,iron ævzag
ote,"Otomi, Mezquital",Hñähñu,,
otm,"Otomi, Eastern Highland",Nyuhu,,
otn,"Otomi, Tenango",Ñųhų,,
otq,"Otomi, Querétaro",Ñhöñhö,,
otr,Otoro,Ḏuṯuɽu,,
ots,"Otomí, Estado de México",Hñatho,,
ott,"Otomi, Temoaya",Ñatho,,
otw,Ottawa,Daawaamwin,,
otw,Ottawa,Nishnaabemwin,,
otx,"Otomi, Texcatepec",Ñųhų,,
ovd,Övdalian,Övkallmå̢leð,,
oym,Wayampi,Wajãpi,,
ozm,Koonzime,Kɔɔnzime,,
pab,Parecís,Haliti,,
pac,Pacoh,Cang Pacóuh,,
pad,Paumarí,Pamoari,,
pae,Pagibete,Pagabete,,
pag,Pangasinan,Pangasinan,,
pah,Tenharim,Kagwahiva,,
pam,Kapampangan,Kapampangan,,
pan,"Punjabi, Eastern",ਪੰਜਾਬੀ ਭਾਸ਼ਾ,T,Panjabi bhasa
pan,"Punjabi, Eastern",ਪੰਜਾਬੀ,T,Panjabi
pao,"Paiute, Northern",Numu,,
pap,Papiamentu,Papiamentu,,
pau,Palauan,Tekoi ra Belau,,
pbb,Nasa,Nasa Yuwe,,
pbh,E'ñapa Woromaipu,E'ñepa,,
pbi,Parkwa,Gwaɗi Parəkwa,,
pbo,Papel,Oyum,,
pbr,Pangwa,Khipangwa,,
pbs,"Pame, Central",Xi'oi,,
pbt,"Pashto, Southern",پښتو‎,T,Pax̌tō
pbu,"Pashto, Northern",پښتو,T,Pashto
pca,"Popoloca, Santa Inés Ahuatempan",Nquivā,,
pcd,Picard,Picard,,
pce,"Palaung, Ruching",ဒါအာင်,T,Daraarin
pcg,Paniya,பணிய,T,Paniya
pcg,Paniya,പാണിയ,T,Paniya
pci,Duruwa,दुरवा,T,Durvaa
pck,"Chin, Paite",Paite Chin,,
pcm,"Pidgin, Nigerian",Naijá,,
pdc,"German, Pennsylvania",Deitsch,,
pdc,"German, Pennsylvania",Pennsilfaanisch Deitsch,,
pdt,Plautdietsch,Plautdietsch,,
pdu,Kayan,Kayăn,,
pdu,Kayan,Kayǎn tamangaò̌,,
ped,Mala,Mala,,
pem,Phende,Giphende,,
pep,Kanja,Kanja,,
pes,"Persian, Iranian",فارسی,T,Fārsi
pfe,Pere,Pɛrɛ,,
pfl,Palatinate Franconian,Pälzisch,,
pga,"Arabic, Juba",Arabi Juba,,
pga,"Arabic, Juba",Arabi,,
phk,Phake,ၸႃကေ,T,Phaek
pht,Phu Thai,ผู้ไท,T,Phu Thai or Phuu Thai
pht,Phu Thai,ภูไท,T,Phu Thai or Phuu Thai
pia,Pima Bajo,Oob No'ok,,
pib,Yine,Yine,,
pib,Yine,Yineru tokanu,,
pid,Piaroa,De'aruwã thiwene,,
pif,Pingelapese,Pingelap,,
pil,Yom,Yom,,
pip,Pero,Péerò,,
pis,Pijin,Pijin,,
piw,Pimbwe,Chɨpɨmbwe,,
piw,Pimbwe,ƗChɨpɨmbwe,,
piy,Piya-Kwonci,Ambandi,,
pjt,Pitjantjatjara,Pitjantjatjara,,
pkb,Kipfokomu,Kipfokomu,,
pko,Pökoot,ngala Pökot,,
pkp,Pukapuka,Te Leo Wale,,
pkr,"Kurumba, Attapady",പാല് കുറുമ്പ,T,Pāl Kuṟumpa
pla,Miani,Miani,,
pli,Pali,पालि,T,Pāḷi
pll,"Palaung, Shwe",ဆာမ်လိုင်,T,Saam Loong
pls,"Popoloca, San Marcos Tlacoyalco",Ngigua,,
plt,"Malagasy, Merina",Malagasy ôfisialy,,
plt,"Malagasy, Merina",Malagasy,,
plu,Palikúr,Pa'ikwaki,,
plw,"Palawano, Brooke's Point",Palawano,,
pma,Paama,selusien ten out Voum,,
pmq,"Pame, Northern",Xi'iuy,,
pms,Piedmontese,Piemontèis,,
pmt,Tuamotuan,Pa'umotu,,
pmx,"Naga, Poumai",Poula,,
pmy,"Malay, Papuan",Melayu Papua,,
pnb,"Punjabi, Western",پنجابی,T,Panjābī
png,Pangu,Ta̱rin,,
pnh,Penrhyn,Mangarongaro,,
pnh,Penrhyn,Tongareva,,
pnn,Pinai-Hagahai,Pinai-Hagahai,,
pnt,Pontic,Ποντιακά,T,Pontiaká
pnt,Pontic,Ποντιακόν λαλίαν,T,Pontiakón lalían
pny,Pinyin,Àshwəŋnə̀ Pìnyinə,,
poc,Poqomam,Qaq'oral,,
poe,"Popoloca, San Juan Atzingo",Ngiva,,
poh,Poqomchi',Poqon,,
poh,Poqomchi',Poqonchi,,
poi,"Popoluca, Highland",Nuntajɨyi,,
pol,Polish,język polski,T,
pon,Pohnpeian,Pohnpei,,
por,Portuguese,Português,,
pot,Potawatomi,Bode'wadmi,,
pov,Guinea-Bissau Creole,Kiriol,,
pow,"Popoloca, San Felipe Otlaltepec",Nguiva,,
ppk,Uma,Basa Uma,,
ppk,Uma,Uma,,
ppl,Nahuat,Nahuat,,
ppo,Folopa,Folopa,,
pps,"Popoloca, San Luís Temalacayuca",Ngigua Temalacayuca,,
pps,"Popoloca, San Luís Temalacayuca",Ngigua,,
pqm,Malecite-Passamaquoddy,Peskotomuhkati Wolastoqewi Latuwewakon,,
pre,Principense,Lung'Ie,,
prf,Paranan,Paranan,,
prg,Prussian,Prūsiskai,,
pri,Paicî,Paicî,,
prs,Dari,دری,T,Dari
prt,Prai,ไปร,T,Prai
psi,"Pashai, Southeast",پَشَي,T,Pashai
psq,Pasi,Pasi,,
pss,Kaulong,Kaulong,,
pst,"Pashto, Central",پښتو,T,Pashto
pta,Pai Tavytera,Pai Tavyterã,,
ptu,Bambam,Basa Bambam,,
pua,"Purepecha, Western Highland",P’urhe,,
pua,"Purepecha, Western Highland",P’urhépecha,,
pug,Phuie,Phuieŋ,,
pug,Phuie,Phuĩé,,
pum,Puma,पुमा,T,Pumā
puu,Punu,Yipunu,,
pwg,Gapapaiwa,Gapapaiwa,,
pwm,Molbog,Molbog,,
pwn,Paiwan,Pinayuanan,,
pww,"Karen, Pwo Northern",พล้อง,T,Phlong
pxm,"Mixe, Quetzaltepec",Ayuk,,
pxm,"Mixe, Quetzaltepec",Kuna'tsmʉdʉ Ayuk,,
pye,"Krumen, Pye",‑Pɩɛwin,,
pym,Pyam,Pyam,,
pyu,Puyuma,Pinuyumayan,,
pyy,Pyen,Bisu,,
pzh,Pazeh,Pazeh,,
pzn,"Naga, Jejara",Jaijairai,,
qub,"Quechua, Huallaga",Runa shimi,,
quc,K'iche',K'iche',,
quc,K'iche',Qach'abel,,
qud,"Quichua, Calderón Highland",Kichwa Shimi,,
quf,"Quechua, Lambayeque",Linwaras,,
qug,"Quichua, Chimborazo Highland",Chaupi Urcucuna Kichwa,,
quh,"Quechua, South Bolivian",Qhichwa,,
quk,"Quechua, Chachapoyas",Llakwash,,
qul,"Quechua, North Bolivian",Quechua,,
qun,Quinault,kwinaył,,
qup,"Quechua, Southern Pastaza",Inka,,
qus,"Quichua, Santiago del Estero",Quichua,,
quv,Sakapulteko,Tujaal tziij,,
quw,"Quichua, Tena Lowland",Runa Shimi,,
quy,"Quechua, Ayacucho",Chanka runasimi,,
quy,"Quechua, Ayacucho",Runasimi,,
quz,"Quechua, Cusco",Runasimi Qusqu Qullaw,,
quz,"Quechua, Cusco",Runasimi,,
qva,"Quechua, Ambo-Pasco",Quechua,,
qvc,"Quechua, Cajamarca",Kichwa,,
qve,"Quechua, Eastern Apurímac",Quechua,,
qve,"Quechua, Eastern Apurímac",Runasimi,,
qvi,"Quichua, Imbabura Highland",Kichwa Shimi,,
qvm,"Quechua, Margos-Yarowilca-Lauricocha",Quechua,,
qvn,"Quechua, North Junín",Quechua,,
qvo,"Quichua, Napo",Napo Kichwa shimi,,
qvs,"Quechua, San Martín",Kechwa,,
qvs,"Quechua, San Martín",San Martin Kechwa,,
qvw,"Quechua, Huaylla Wanca",Kichwa,,
qvw,"Quechua, Huaylla Wanca",Wanca,,
qwa,"Quechua, Corongo Ancash",Llaqwash,,
qwh,"Quechua, Huaylas Ancash",Anqas Qichwa,,
qwh,"Quechua, Huaylas Ancash",Qichwa,,
qws,"Quechua, Sihuas Ancash",Quechua,,
qxh,"Quechua, Panao",Panao Quechua,,
qxh,"Quechua, Panao",Runa shimi,,
qxl,"Quichua, Salasaca Highland",Salasaca Shimibi,,
qxl,"Quichua, Salasaca Highland",Salasaka shimibi,,
qxn,"Quechua, Northern Conchucos",Quechua,,
qxo,"Quechua, Southern Conchucos",Quechua,,
qxp,"Quechua, Puno",Qhichwa simi,,
qxq,Kashkay,قاشقایجا,T,Qaşqayca
qxq,Kashkay,قشقاى ديلى,T,Qaşqay dili
qxr,"Quichua, Cañar Highland",Kichwa Shimi,,
rab,Chamling,चाम्लिङ,T,Caamliṅa
rad,Rade,klei Êđê,,
rag,Lulogooli,Lulogooli,,
rah,Rabha,রাভা,T,Rābhā
rai,Ramoaaina,Ramoaaina,,
ram,Canela,Canela,,
rap,Rapa Nui,Rapa Nui,,
rar,Cook Islands Maori,Te Reo Maori,,
raw,Rawang,Rvwang,,
ray,Rapa,Reo Rapa,,
rcf,Réunion French Creole,Kréol rénioné,,
rel,Rendille,Afi Renꞌdille,,
ren,Rengao,Rơngao,,
res,Reshe,Tsureshe,,
rgn,Romagnol,Rumagnol,,
rgu,Rikou,Rikou,,
rhg,Rohingya,Ruwainggya,,
ria,Riang,Kau Bru,,
rif,Tarifit,Tarifit,,
rif,Tarifit,تاريفيت,T,Tarifit
rif,Tarifit,ⵜⴰⵔⵉⴼⵉⵜ,T,Tarifit
ril,Riang Lang,Reu Yaang,,
rim,Nyaturu,Kinyaturu,,
rjs,Rajbanshi,राजबंशी,T,Rājbanshi
rjs,Rajbanshi,কোচ ৰাজবংশী,T,Koch Rajbangshi
rkb,Rikbaktsa,Rikbaktsa,,
rkh,Rakahanga-Manihiki,Rakahanga-Manihiki,,
rki,Rakhine,ရခိုင်,T,Rakhine
rkt,Rangpuri,রংপুরী,T,Rangpuri
rmc,"Romani, Carpathian",Romanes,,
rme,Angloromani,Romanes,,
rme,Angloromani,Romani,,
rmf,"Romani, Kalo Finnish",Kaalengo tšibbaha,,
rml,"Romani, Baltic",Romani,,
rmn,"Romani, Balkan",Romani ćhib,,
rmn,"Romani, Balkan",Romani,,
rmo,"Romani, Sinte",Romanes,,
rmp,Rempi,Aic,,
rmq,Caló,Caló,,
rmw,"Romani, Welsh",Romnimus,,
rmy,"Romani, Vlax",Romani,,
rmz,Marma,မရမာ,T,Mraima
rnd,Ruund,Uruund,,
rng,Ronga,Xironga,,
rnl,Ranglong,Ranglong,,
rob,Tae',Tae',,
rog,"Roglai, Northern",Radlai,,
roh,Romansh,Rumantsch,,
rol,Romblomanon,Rumblumãnun,,
ron,Romanian,Limba română,,
ron,Romanian,româneşte,T,
roo,Rotokas,Rotokas reo,,
rop,Kriol,Kriol,,
row,Dela-Oenale,Rote Dela,,
rro,Waima,Waima,,
rsk,Ruthenian,руски,T,Ruski
rub,Gungu,Lugungu,,
ruc,Ruruuli-Runyala,Ruruuli-Runyala,,
rue,Rusyn,русиньскый язык,T,Rusynska mova
rug,Roviana,Roviana,,
ruk,Kuce,Kuche,,
run,Rundi,Ikirundi,,
ruo,"Romanian, Istro",Rumârește,,
rup,Aromanian,Armani,,
rus,Russian,русский язык,T,russkij jazyk
rut,Rutul,мыхӏабишды чӏел,T,Myḥabišdy č̣el
rut,Rutul,мыхӏабишды,T,Myḥabišdy
ruu,"Lobu, Lanas",Lobu,,
rwm,Amba,Kwamba,,
rwo,Rawa,Rawa mande,,
rwo,Rawa,Rawa,,
rwr,Marwari,मारवाड़ी,T,Mārwāṛī
ryu,"Okinawan, Central",ウチナーグチ,T,Uchināguchi
saa,Saba,Saɓɓoŋ,,
sab,Buglere,Buglere,,
sac,Meskwaki,Meskwaki,,
sad,Sandawe,Sandawegki,,
saf,Safaliba,Safale̱ba,,
sag,Sango,Sängö,,
sah,Yakut,саха тыла,T,Saxa tıla
sah,Yakut,сахалыы,T,saȟalyy
saj,Sahu,Sahu,,
sam,Samaritan Aramaic,ארמית,T,Arāmît
san,Sanskrit,संस्कृतम्,T,Saṃskṛtam
saq,Samburu,Sampur,,
sat,Santhali,Har Rar,,
sav,Saafi-Saafi,Saafi-Saafi,,
sax,Sa,Dlo Kêt,,
sax,Sa,Sa,,
say,Saya,Vigzar,,
say,Saya,Vìk Zaar,,
saz,Sourashtra,சௌராட்டிர மொழி,T,Caurāṭṭira moḻi
sba,Ngambay,Ngambay,,
sbd,"Samo, Southern",San,,
sbe,Saliba,Saliba,,
sbk,Safwa,Shisafwa,,
sbl,"Sambal, Botolan",Sambal Botolan,,
sbp,Sangu,Shisangu,,
sce,Dongxiang,Santa,,
sck,Sadri,सादरी,T,Sadari
sck,Sadri,ସାଦରୀ,T,Sadari
scl,Shina,شینا,T,Shina
scn,Sicilian,Sicilianu,,
sco,Scots,Scots,,
scp,Hyolmo,ह्योल्मो,T,Hyolmo
scs,"Slavey, North",Sahtúot’ı̨nę Yatı̨́,,
sda,Toraja-Sa'dan,Basa Tora'a,,
sdh,"Kurdish, Southern",کوردی خوارگ,T,Kurdî xwarg
sdh,"Kurdish, Southern",کوردیی باشووری,T,Kurdîyi başûrî
sdk,Sos Kundi,Sos Kundi,,
sdo,Bidayuh Serian,Bidayŭh Bukar-Sadung,,
sdq,Semandang,Semandang,,
sea,Semai,Semai,,
sed,Sedang,rơtéang,,
see,Seneca,Onödowá'ga:,,
seh,Sena,Cisena,,
sei,Seri,Cmiique Iitom,,
sek,Sekani,Tsek'ene,,
sel,Selkup,шӧльӄумыт әты,T,šöľqumyt әty
sep,"Sénoufo, Sìcìté",Sìcijuungé,,
set,Sentani,Sentani,,
sev,"Sénoufo, Nyarafolo",Nyaʔafolido,,
sey,Paicoca,Paicoca,,
sez,"Chin, Senthang",Senthang Chin,,
sfw,Esahie,Esahie,,
sgb,"Ayta, Mag-antsi",Ayta Mag-Antsi,,
sgd,Surigaonon,Surigaonon,,
sgh,Shughni,Xuǧnůn ziv,,
sgh,Shughni,хуг̌ну̊н зив,T,Khughnön ziv
